claim_id,policy_id,claimant_id,repair_shop_id,policy_start_date,incident_date,claim_report_date,claim_type,damage_area,estimated_repair_cost,incident_city,prior_claims_12m,linked_claims_same_phone,linked_claims_same_repair_shop,claimant_narrative,adjuster_note,fraud_pattern_type,is_suspicious
CLM-00886,POL-5358,CUST-2096,SHOP-019,2025-02-02,2025-06-10,2025-06-12,vandalism,rear,3290,Montreal,4,15,58,My parked car was vandalized in Montreal and the rear was damaged.,Repeated entity pattern detected across recent claims.,repeated_entity,1
CLM-00433,POL-4197,CUST-9625,SHOP-008,2024-10-11,2025-02-18,2025-02-18,collision,right side,1857,Gatineau,1,0,2,I was driving in Gatineau when another vehicle hit the right side of my car.,Observed damage aligns with reported incident details.,normal,0
CLM-00225,POL-1999,CUST-7342,SHOP-027,2025-06-19,2025-11-03,2025-11-07,vandalism,right side,3845,Laval,1,0,2,I found damage on the right side of my vehicle while parked in Laval.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00116,POL-6286,CUST-4694,SHOP-012,2025-06-15,2026-03-01,2026-03-03,collision,left side,2304,Sherbrooke,1,0,2,I was driving in Sherbrooke when another vehicle hit the left side of my car.,Claim details and visible damage are coherent.,normal,0
CLM-00389,POL-9624,CUST-5578,SHOP-015,2025-06-13,2025-08-02,2025-08-06,vandalism,front,2804,Quebec City,0,0,2,I found damage on the front of my vehicle while parked in Quebec City.,Claim details and visible damage are coherent.,normal,0
CLM-00001,POL-1520,CUST-1488,SHOP-003,2024-08-11,2025-05-06,2025-05-10,vandalism,front,4098,Laval,1,0,2,My parked car was vandalized in Laval and the front was damaged.,Observed damage aligns with reported incident details.,normal,0
CLM-00168,POL-2133,CUST-7703,SHOP-022,2025-05-26,2025-09-04,2025-09-09,theft,rear,7069,Sherbrooke,0,0,2,I discovered my vehicle missing in Sherbrooke and reported it immediately.,Observed damage aligns with reported incident details.,normal,0
CLM-00081,POL-7022,CUST-2882,SHOP-025,2024-10-12,2025-08-31,2025-09-01,theft,front,9988,Sherbrooke,1,0,2,My car was stolen in Sherbrooke and later found with damage.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00913,POL-1651,CUST-4805,SHOP-019,2024-05-30,2025-05-02,2025-05-03,vandalism,right side,1545,Longueuil,2,21,58,My parked car was vandalized in Longueuil and the right side was damaged.,Claim linked to multiple prior files sharing the same contact number and repair shop.,repeated_entity,1
CLM-00737,POL-5389,CUST-9314,SHOP-007,2025-02-22,2025-02-28,2025-03-04,theft,left side,8793,Longueuil,1,0,31,I discovered my vehicle missing in Longueuil and reported it immediately.,Limited visible damage. Estimate appears elevated given observed condition.,early_policy,1
CLM-00210,POL-7275,CUST-3248,SHOP-014,2024-07-23,2026-02-11,2026-02-12,vandalism,front,3366,Sherbrooke,1,1,2,I found damage on the front of my vehicle while parked in Sherbrooke.,Claim details and visible damage are coherent.,normal,0
CLM-00011,POL-6107,CUST-7537,SHOP-022,2025-10-27,2026-01-12,2026-01-15,vandalism,right side,1995,Laval,0,0,2,My parked car was vandalized in Laval and the right side was damaged.,Observed damage aligns with reported incident details.,normal,0
CLM-00476,POL-4747,CUST-2457,SHOP-015,2024-07-22,2025-05-16,2025-05-21,collision,front,3442,Gatineau,1,0,2,Another driver struck my vehicle on the front while I was driving in Gatineau.,Observed damage aligns with reported incident details.,normal,0
CLM-00082,POL-1100,CUST-3972,SHOP-028,2024-05-26,2026-01-25,2026-01-30,theft,front,6162,Sherbrooke,0,0,2,My car was stolen in Sherbrooke and later found with damage.,Claim details and visible damage are coherent.,normal,0
CLM-00723,POL-7243,CUST-2285,SHOP-003,2024-08-17,2024-08-23,2024-08-25,vandalism,right side,11712,Sherbrooke,0,0,73,My parked car was vandalized in Sherbrooke and the right side was damaged.,Limited visible damage. Estimate appears elevated given observed condition.,early_policy,1
CLM-00479,POL-5068,CUST-7056,SHOP-019,2025-12-01,2026-02-27,2026-02-27,collision,right side,2045,Longueuil,1,0,2,Another driver struck my vehicle on the right side while I was driving in Longueuil.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00916,POL-3576,CUST-4954,SHOP-019,2025-06-17,2025-09-28,2025-10-01,collision,right side,3956,Montreal,3,21,58,I was driving in Montreal when another vehicle hit the right side of my car.,Repeated entity pattern detected across recent claims.,repeated_entity,1
CLM-00411,POL-4919,CUST-3859,SHOP-020,2025-12-09,2026-01-12,2026-01-16,collision,right side,1860,Sherbrooke,1,0,2,I lost control briefly and damaged the right side of my vehicle in Sherbrooke.,Observed damage aligns with reported incident details.,normal,0
CLM-00354,POL-7126,CUST-4014,SHOP-028,2025-01-31,2025-11-08,2025-11-11,collision,rear,2591,Laval,0,0,2,I lost control briefly and damaged the rear of my vehicle in Laval.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00806,POL-3628,CUST-6332,SHOP-024,2025-05-06,2026-01-31,2026-01-31,vandalism,right side,12406,Laval,1,0,24,I found damage on the right side of my vehicle while parked in Laval.,"Observed damage appears moderate, but submitted estimate is unusually high.",inflated_repair,1
CLM-00176,POL-2388,CUST-3194,SHOP-011,2024-04-30,2025-01-29,2025-01-31,collision,rear,3329,Sherbrooke,0,0,2,Another driver struck my vehicle on the rear while I was driving in Sherbrooke.,Observed damage aligns with reported incident details.,normal,0
CLM-00367,POL-1025,CUST-2936,SHOP-001,2025-04-21,2025-07-20,2025-07-25,collision,right side,3195,Montreal,1,0,2,I lost control briefly and damaged the right side of my vehicle in Montreal.,Claim details and visible damage are coherent.,normal,0
CLM-00698,POL-2697,CUST-8761,SHOP-001,2025-06-01,2025-06-09,2025-06-11,collision,front,7177,Quebec City,1,0,33,I was driving in Quebec City when another vehicle hit the front of my car.,Claim filed shortly after policy inception. Damage appears less severe than estimated cost suggests.,early_policy,1
CLM-00136,POL-2421,CUST-7567,SHOP-022,2024-04-07,2024-11-12,2024-11-13,theft,left side,7032,Montreal,1,0,2,I discovered my vehicle missing in Montreal and reported it immediately.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00943,POL-7630,CUST-1840,SHOP-019,2024-11-03,2026-01-17,2026-01-19,collision,rear,4073,Laval,0,0,58,Another vehicle struck me on the rear in Laval.,Inspection found primary damage on the right side. Damage pattern does not match the claimant statement.,narrative_inconsistency,1
CLM-00238,POL-7857,CUST-7628,SHOP-013,2024-02-06,2025-10-25,2025-10-30,vandalism,rear,3205,Sherbrooke,0,0,2,I found damage on the rear of my vehicle while parked in Sherbrooke.,Claim details and visible damage are coherent.,normal,0
CLM-00644,POL-5698,CUST-2822,SHOP-005,2024-03-02,2024-03-07,2024-03-11,vandalism,rear,8284,Laval,0,0,35,I found damage on the rear of my vehicle while parked in Laval.,Limited visible damage. Estimate appears elevated given observed condition.,early_policy,1
CLM-00208,POL-2506,CUST-6432,SHOP-004,2024-02-13,2025-06-29,2025-06-29,collision,right side,3117,Quebec City,0,0,2,I lost control briefly and damaged the right side of my vehicle in Quebec City.,Claim details and visible damage are coherent.,normal,0
CLM-00204,POL-4321,CUST-3230,SHOP-025,2025-08-21,2025-10-17,2025-10-18,collision,rear,3641,Quebec City,1,0,2,I lost control briefly and damaged the rear of my vehicle in Quebec City.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00790,POL-5799,CUST-7527,SHOP-027,2024-02-10,2025-03-18,2025-03-21,vandalism,right side,11382,Montreal,0,0,28,My parked car was vandalized in Montreal and the right side was damaged.,"Observed damage appears moderate, but submitted estimate is unusually high.",inflated_repair,1
CLM-00604,POL-4946,CUST-7498,SHOP-016,2024-11-05,2024-11-08,2024-11-09,collision,right side,7676,Quebec City,1,1,21,I lost control briefly and damaged the right side of my vehicle in Quebec City.,Claim filed shortly after policy inception. Damage appears less severe than estimated cost suggests.,early_policy,1
CLM-00603,POL-2670,CUST-3418,SHOP-013,2025-03-13,2025-03-21,2025-03-23,collision,left side,7278,Laval,0,0,29,I was driving in Laval when another vehicle hit the left side of my car.,Claim filed shortly after policy inception. Damage appears less severe than estimated cost suggests.,early_policy,1
CLM-00547,POL-1343,CUST-3248,SHOP-013,2025-11-01,2026-03-11,2026-03-11,theft,rear,7499,Quebec City,0,0,2,I discovered my vehicle missing in Quebec City and reported it immediately.,Observed damage aligns with reported incident details.,normal,0
CLM-00537,POL-5049,CUST-2766,SHOP-016,2024-09-01,2025-09-14,2025-09-14,theft,rear,5597,Gatineau,1,0,2,My car was stolen in Gatineau and later found with damage.,Claim details and visible damage are coherent.,normal,0
CLM-00407,POL-8720,CUST-1750,SHOP-008,2025-12-19,2026-02-03,2026-02-03,collision,front,3058,Montreal,1,0,2,Another driver struck my vehicle on the front while I was driving in Montreal.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00774,POL-8614,CUST-5615,SHOP-002,2024-05-04,2025-10-17,2025-10-20,theft,front,9464,Sherbrooke,1,0,21,I discovered my vehicle missing in Sherbrooke and reported it immediately.,"Observed damage appears moderate, but submitted estimate is unusually high.",inflated_repair,1
CLM-00270,POL-9897,CUST-9798,SHOP-013,2024-04-04,2025-04-26,2025-04-27,collision,left side,2856,Longueuil,1,0,2,I was driving in Longueuil when another vehicle hit the left side of my car.,Claim details and visible damage are coherent.,normal,0
CLM-00069,POL-7464,CUST-1228,SHOP-009,2025-07-03,2025-09-02,2025-09-05,theft,left side,9788,Quebec City,1,0,2,My car was stolen in Quebec City and later found with damage.,Claim details and visible damage are coherent.,normal,0
CLM-00890,POL-5635,CUST-6308,SHOP-019,2025-08-05,2025-09-14,2025-09-18,collision,rear,3834,Montreal,3,18,58,I was driving in Montreal when another vehicle hit the rear of my car.,Repeated entity pattern detected across recent claims.,repeated_entity,1
CLM-00165,POL-5040,CUST-9123,SHOP-020,2025-09-23,2025-12-12,2025-12-15,collision,rear,3047,Montreal,1,0,2,I lost control briefly and damaged the rear of my vehicle in Montreal.,Claim details and visible damage are coherent.,normal,0
CLM-00859,POL-5664,CUST-5284,SHOP-003,2024-05-02,2025-07-10,2025-07-11,collision,right side,2322,Laval,2,20,73,I lost control briefly and damaged the right side of my vehicle in Laval.,Repeated entity pattern detected across recent claims.,repeated_entity,1
CLM-00805,POL-4417,CUST-5193,SHOP-010,2025-01-17,2025-02-28,2025-03-02,theft,right side,8609,Gatineau,0,0,39,My car was stolen in Gatineau and later found with damage.,Repair estimate is significantly above expected range for the reported damage.,inflated_repair,1
CLM-00486,POL-5033,CUST-9161,SHOP-022,2024-04-06,2025-04-07,2025-04-07,theft,front,8229,Longueuil,0,0,2,I discovered my vehicle missing in Longueuil and reported it immediately.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00504,POL-8173,CUST-8489,SHOP-027,2024-04-23,2024-09-08,2024-09-12,vandalism,front,4103,Montreal,0,0,2,My parked car was vandalized in Montreal and the front was damaged.,Claim details and visible damage are coherent.,normal,0
CLM-00999,POL-9583,CUST-1214,SHOP-014,2025-12-05,2025-12-12,2025-12-14,theft,right side,15623,Sherbrooke,4,21,56,I was hit on the right side while driving in Sherbrooke.,"Claim reported shortly after policy start. Estimate is unusually high. Observed damage on the front, inconsistent with claimant statement. Repair shop is linked to several flagged claims.",mixed,1
CLM-00569,POL-1782,CUST-9566,SHOP-021,2025-11-09,2026-03-10,2026-03-15,collision,right side,2762,Quebec City,0,0,2,Another driver struck my vehicle on the right side while I was driving in Quebec City.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00020,POL-5333,CUST-2891,SHOP-029,2024-04-19,2025-12-06,2025-12-07,theft,left side,9954,Laval,1,0,2,My car was stolen in Laval and later found with damage.,Claim details and visible damage are coherent.,normal,0
CLM-00734,POL-4065,CUST-9138,SHOP-010,2024-05-14,2024-05-22,2024-05-25,collision,rear,10115,Quebec City,0,0,39,I lost control briefly and damaged the rear of my vehicle in Quebec City.,Claim filed shortly after policy inception. Damage appears less severe than estimated cost suggests.,early_policy,1
CLM-00141,POL-1742,CUST-7941,SHOP-012,2025-12-18,2026-01-25,2026-01-29,collision,front,3733,Montreal,1,0,2,I lost control briefly and damaged the front of my vehicle in Montreal.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00611,POL-2080,CUST-6396,SHOP-021,2024-04-01,2024-04-04,2024-04-06,theft,rear,11312,Laval,1,0,27,My car was stolen in Laval and later found with damage.,Limited visible damage. Estimate appears elevated given observed condition.,early_policy,1
CLM-00990,POL-2886,CUST-9257,SHOP-019,2024-10-23,2024-11-02,2024-11-07,theft,rear,13154,Gatineau,5,21,58,I was hit on the rear while driving in Gatineau.,"Claim reported shortly after policy start. Estimate is unusually high. Observed damage on the left side, inconsistent with claimant statement. Repair shop is linked to several flagged claims.",mixed,1
CLM-00947,POL-3909,CUST-1535,SHOP-005,2024-10-25,2026-01-29,2026-01-31,vandalism,left side,3842,Montreal,0,0,35,Another vehicle struck me on the left side in Montreal.,Inspection found primary damage on the front. Damage pattern does not match the claimant statement.,narrative_inconsistency,1
CLM-00840,POL-5315,CUST-3388,SHOP-023,2024-12-14,2025-10-12,2025-10-14,theft,rear,12489,Montreal,1,0,27,My car was stolen in Montreal and later found with damage.,Repair estimate is significantly above expected range for the reported damage.,inflated_repair,1
CLM-00144,POL-7868,CUST-1256,SHOP-008,2024-07-30,2024-11-05,2024-11-05,vandalism,front,3628,Gatineau,0,0,2,My parked car was vandalized in Gatineau and the front was damaged.,Claim details and visible damage are coherent.,normal,0
CLM-00460,POL-7188,CUST-7394,SHOP-011,2025-08-09,2025-10-03,2025-10-06,collision,rear,3176,Quebec City,1,0,2,I was driving in Quebec City when another vehicle hit the rear of my car.,Claim details and visible damage are coherent.,normal,0
CLM-00060,POL-3492,CUST-9115,SHOP-002,2024-05-09,2025-11-04,2025-11-08,theft,front,11922,Quebec City,0,0,2,I discovered my vehicle missing in Quebec City and reported it immediately.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00167,POL-7161,CUST-5592,SHOP-027,2025-02-06,2025-09-10,2025-09-10,vandalism,rear,4225,Gatineau,0,0,2,My parked car was vandalized in Gatineau and the rear was damaged.,Claim details and visible damage are coherent.,normal,0
